"","year","category","winner","entity"
"1805",1944,"MUSIC (Scoring of a Musical Picture)","False","The Merry Monahans"
"1806",1944,"MUSIC (Scoring of a Musical Picture)","False","Minstrel Man"
"1807",1944,"MUSIC (Scoring of a Musical Picture)","False","Sensations of 1945"
"1808",1944,"MUSIC (Scoring of a Musical Picture)","False","Song of the Open Road"
"1809",1944,"MUSIC (Scoring of a Musical Picture)","False","Up in Arms"
"1810",1944,"MUSIC (Song)","False","Higher and Higher"
"1811",1944,"MUSIC (Song)","False","Follow the Boys"
"1812",1944,"MUSIC (Song)","False","Sweet and Low-Down"
"1813",1944,"MUSIC (Song)","False","Cover Girl"
"1814",1944,"MUSIC (Song)","False","Up in Arms"
"1815",1944,"MUSIC (Song)","False","Minstrel Man"
"1816",1944,"MUSIC (Song)","False","Brazil"
"1817",1944,"MUSIC (Song)","False","Lady, Let's Dance"
"1818",1944,"MUSIC (Song)","False","Hollywood Canteen"
"1819",1944,"MUSIC (Song)","True","Going My Way"
"1820",1944,"MUSIC (Song)","False","Song of the Open Road"
"1821",1944,"MUSIC (Song)","False","Meet Me in St. Louis"
"1822",1944,"BEST MOTION PICTURE","False","Double Indemnity"
"1823",1944,"BEST MOTION PICTURE","False","Gaslight"
"1824",1944,"BEST MOTION PICTURE","True","Going My Way"
"1825",1944,"BEST MOTION PICTURE","False","Since You Went Away"
"1826",1944,"BEST MOTION PICTURE","False","Wilson"
"1827",1944,"SHORT SUBJECT (Cartoon)","False","And to Think I Saw It on Mulberry Street"
"1828",1944,"SHORT SUBJECT (Cartoon)","False","Dog, Cat and Canary"
"1829",1944,"SHORT SUBJECT (Cartoon)","False","Fish Fry"
"1830",1944,"SHORT SUBJECT (Cartoon)","False","How to Play Football"
"1831",1944,"SHORT SUBJECT (Cartoon)","True","Mouse Trouble"
"1832",1944,"SHORT SUBJECT (Cartoon)","False","My Boy Johnny"
"1833",1944,"SHORT SUBJECT (Cartoon)","False","Swooner Crooner"
"1834",1944,"SHORT SUBJECT (One-reel)","False","Blue Grass Gentlemen"
"1835",1944,"SHORT SUBJECT (One-reel)","False","Jammin' the Blues"
"1836",1944,"SHORT SUBJECT (One-reel)","False","Movie Pests"
"1837",1944,"SHORT SUBJECT (One-reel)","False","Screen Snapshots' 50th Anniversary of Motion Pictures"
"1838",1944,"SHORT SUBJECT (One-reel)","True","Who's Who in Animal Land"
"1839",1944,"SHORT SUBJECT (Two-reel)","False","Bombalera"
"1840",1944,"SHORT SUBJECT (Two-reel)","True","I Won't Play"
"1841",1944,"SHORT SUBJECT (Two-reel)","False","Main Street Today"
"1842",1944,"SOUND RECORDING","False","Brazil"
"1843",1944,"SOUND RECORDING","False","Casanova Brown"
"1844",1944,"SOUND RECORDING","False","Cover Girl"
"1845",1944,"SOUND RECORDING","False","Double Indemnity"
"1846",1944,"SOUND RECORDING","False","His Butler's Sister"
"1847",1944,"SOUND RECORDING","False","Hollywood Canteen"
"1848",1944,"SOUND RECORDING","False","It Happened Tomorrow"
"1849",1944,"SOUND RECORDING","False","Kismet"
"1850",1944,"SOUND RECORDING","False","Music in Manhattan"
"1851",1944,"SOUND RECORDING","False","Voice in the Wind"
"1852",1944,"SOUND RECORDING","True","Wilson"
"1853",1944,"SPECIAL EFFECTS","False","The Adventures of Mark Twain"
"1854",1944,"SPECIAL EFFECTS","False","Days of Glory"
"1855",1944,"SPECIAL EFFECTS","False","Secret Command"
"1856",1944,"SPECIAL EFFECTS","False","Since You Went Away"
"1857",1944,"SPECIAL EFFECTS","False","The Story of Dr. Wassell"
"1858",1944,"SPECIAL EFFECTS","True","Thirty Seconds over Tokyo"
"1859",1944,"SPECIAL EFFECTS","False","Wilson"
"1860",1944,"WRITING (Original Motion Picture Story)","True","Going My Way"
"1861",1944,"WRITING (Original Motion Picture Story)","False","A Guy Named Joe"
"1862",1944,"WRITING (Original Motion Picture Story)","False","Lifeboat"
"1863",1944,"WRITING (Original Motion Picture Story)","False","None Shall Escape"
"1864",1944,"WRITING (Original Motion Picture Story)","False","The Sullivans"
"1865",1944,"WRITING (Original Screenplay)","False","Hail the Conquering Hero"
"1866",1944,"WRITING (Original Screenplay)","False","The Miracle of Morgan's Creek"
"1867",1944,"WRITING (Original Screenplay)","False","Two Girls and a Sailor"
"1868",1944,"WRITING (Original Screenplay)","True","Wilson"
"1869",1944,"WRITING (Original Screenplay)","False","Wing and a Prayer"
"1870",1944,"WRITING (Screenplay)","False","Double Indemnity"
"1871",1944,"WRITING (Screenplay)","False","Gaslight"
"1872",1944,"WRITING (Screenplay)","True","Going My Way"
"1873",1944,"WRITING (Screenplay)","False","Laura"
"1874",1944,"WRITING (Screenplay)","False","Meet Me in St. Louis"
"1875",1944,"SPECIAL AWARD","True","To Margaret O'Brien, outstanding child actress of 1944."
"1876",1944,"SPECIAL AWARD","True","To Bob Hope for his many services to the Academy."
"1877",1944,"IRVING G. THALBERG MEMORIAL AWARD","True","Darryl F. Zanuck"
"1878",1944,"SCIENTIFIC OR TECHNICAL AWARD (Class II)","True","To STEPHEN DUNN and the RKO RADIO STUDIO SOUND DEPARTMENT and RADIO CORPORATION OF AMERICA for the design and development of the electronic compressor-limiter."
"1879",1944,"SCIENTIFIC OR TECHNICAL AWARD (Class III)","True","To LINWOOD DUNN, CECIL LOVE and ACME TOOL AND MANUFACTURING COMPANY for the design and construction of the Acme-Dunn Optical Printer."
"1880",1944,"SCIENTIFIC OR TECHNICAL AWARD (Class III)","True","To GROVER LAUBE and the 20TH CENTURY-FOX STUDIO CAMERA DEPARTMENT for the development of a continuous loop projection device."
"1881",1944,"SCIENTIFIC OR TECHNICAL AWARD (Class III)","True","To WESTERN ELECTRIC COMPANY for the design and construction of the 1126A Limiting Amplifier for variable density sound recording."
"1882",1944,"SCIENTIFIC OR TECHNICAL AWARD (Class III)","True","To RUSSELL BROWN, RAY HINSDALE and JOSEPH E. ROBBINS for the development and production use of the Paramount floating hydraulic boat rocker."
"1883",1944,"SCIENTIFIC OR TECHNICAL AWARD (Class III)","True","To GORDON JENNINGS for the design and construction of the Paramount nodal point tripod."
"1884",1944,"SCIENTIFIC OR TECHNICAL AWARD (Class III)","True","To RADIO CORPORATION OF AMERICA and the RKO RADIO STUDIO SOUND DEPARTMENT for the design and construction of the RKO reverberation chamber."
"1885",1944,"SCIENTIFIC OR TECHNICAL AWARD (Class III)","True","To DANIEL J. BLOOMBERG and the REPUBLIC STUDIO SOUND DEPARTMENT for the design and development of a multi-interlock selector switch."
"1886",1944,"SCIENTIFIC OR TECHNICAL AWARD (Class III)","True","To BERNARD B. BROWN and JOHN P. LIVADARY for the design and engineering of a separate soloist and chorus recording room."
"1887",1944,"SCIENTIFIC OR TECHNICAL AWARD (Class III)","True","To PAUL ZEFF, S. J. TWINING and GEORGE SEID of the Columbia Studio Laboratory for the formula and application to production of a simplified variable area sound negative developer."
"1888",1944,"SCIENTIFIC OR TECHNICAL AWARD (Class III)","True","To PAUL LERPAE for the design and construction of the Paramount traveling matte projection and photographing device."
"1889",1945,"ACTOR","False","Bing Crosby"
"1890",1945,"ACTOR","False","Gene Kelly"
"1891",1945,"ACTOR","True","Ray Milland"
"1892",1945,"ACTOR","False","Gregory Peck"
"1893",1945,"ACTOR","False","Cornel Wilde"
"1894",1945,"ACTOR IN A SUPPORTING ROLE","False","Michael Chekhov"
"1895",1945,"ACTOR IN A SUPPORTING ROLE","False","John Dall"
"1896",1945,"ACTOR IN A SUPPORTING ROLE","True","James Dunn"
"1897",1945,"ACTOR IN A SUPPORTING ROLE","False","Robert Mitchum"
"1898",1945,"ACTOR IN A SUPPORTING ROLE","False","J. Carrol Naish"
"1899",1945,"ACTRESS","False","Ingrid Bergman"
"1900",1945,"ACTRESS","True","Joan Crawford"
"1901",1945,"ACTRESS","False","Greer Garson"
"1902",1945,"ACTRESS","False","Jennifer Jones"
"1903",1945,"ACTRESS","False","Gene Tierney"
"1904",1945,"ACTRESS IN A SUPPORTING ROLE","False","Eve Arden"
"1905",1945,"ACTRESS IN A SUPPORTING ROLE","False","Ann Blyth"
"1906",1945,"ACTRESS IN A SUPPORTING ROLE","False","Angela Lansbury"
"1907",1945,"ACTRESS IN A SUPPORTING ROLE","False","Joan Lorring"
"1908",1945,"ACTRESS IN A SUPPORTING ROLE","True","Anne Revere"
"1909",1945,"ART DIRECTION (Black-and-White)","True","Blood on the Sun"
"1910",1945,"ART DIRECTION (Black-and-White)","False","Experiment Perilous"
"1911",1945,"ART DIRECTION (Black-and-White)","False","The Keys of the Kingdom"
"1912",1945,"ART DIRECTION (Black-and-White)","False","Love Letters"
"1913",1945,"ART DIRECTION (Black-and-White)","False","The Picture of Dorian Gray"
"1914",1945,"ART DIRECTION (Color)","True","Frenchman's Creek"
"1915",1945,"ART DIRECTION (Color)","False","Leave Her to Heaven"
"1916",1945,"ART DIRECTION (Color)","False","National Velvet"
"1917",1945,"ART DIRECTION (Color)","False","San Antonio"
"1918",1945,"ART DIRECTION (Color)","False","A Thousand and One Nights"
"1919",1945,"CINEMATOGRAPHY (Black-and-White)","False","The Keys of the Kingdom"
"1920",1945,"CINEMATOGRAPHY (Black-and-White)","False","The Lost Weekend"
"1921",1945,"CINEMATOGRAPHY (Black-and-White)","False","Mildred Pierce"
"1922",1945,"CINEMATOGRAPHY (Black-and-White)","True","The Picture of Dorian Gray"
"1923",1945,"CINEMATOGRAPHY (Black-and-White)","False","Spellbound"
"1924",1945,"CINEMATOGRAPHY (Color)","False","Anchors Aweigh"
"1925",1945,"CINEMATOGRAPHY (Color)","True","Leave Her to Heaven"
"1926",1945,"CINEMATOGRAPHY (Color)","False","National Velvet"
"1927",1945,"CINEMATOGRAPHY (Color)","False","A Song to Remember"
"1928",1945,"CINEMATOGRAPHY (Color)","False","The Spanish Main"
"1929",1945,"DIRECTING","False","The Bells of St. Mary's"
"1930",1945,"DIRECTING","True","The Lost Weekend"
"1931",1945,"DIRECTING","False","National Velvet"
"1932",1945,"DIRECTING","False","The Southerner"
"1933",1945,"DIRECTING","False","Spellbound"
"1934",1945,"DOCUMENTARY (Feature)","False","The Last Bomb"
"1935",1945,"DOCUMENTARY (Feature)","True","The True Glory"
"1936",1945,"DOCUMENTARY (Short Subject)","True","Hitler Lives?"
"1937",1945,"DOCUMENTARY (Short Subject)","False","Library of Congress"
"1938",1945,"DOCUMENTARY (Short Subject)","False","To the Shores of Iwo Jima"
"1939",1945,"FILM EDITING","False","The Bells of St. Mary's"
"1940",1945,"FILM EDITING","False","The Lost Weekend"
"1941",1945,"FILM EDITING","True","National Velvet"
"1942",1945,"FILM EDITING","False","Objective, Burma!"
"1943",1945,"FILM EDITING","False","A Song to Remember"
"1944",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","The Bells of St. Mary's"
"1945",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","Brewster's Millions"
"1946",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","Captain Kidd"
"1947",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","The Enchanted Cottage"
"1948",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","Flame of Barbary Coast"
"1949",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","G. I. Honeymoon"
"1950",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","G. I. Joe"
"1951",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","Guest in the House"
"1952",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","Guest Wife"
"1953",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","The Keys of the Kingdom"
"1954",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","The Lost Weekend"
"1955",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","Love Letters"
"1956",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","The Man Who Walked Alone"
"1957",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","Objective, Burma!"
"1958",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","Paris--Underground"
"1959",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","A Song to Remember"
"1960",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","The Southerner"
"1961",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","True","Spellbound"
"1962",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","This Love of Ours"
"1963",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","The Valley of Decision"
"1964",1945,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","The Woman in the Window"
"1965",1945,"MUSIC (Scoring of a Musical Picture)","True","Anchors Aweigh"
"1966",1945,"MUSIC (Scoring of a Musical Picture)","False","Belle of the Yukon"
"1967",1945,"MUSIC (Scoring of a Musical Picture)","False","Can't Help Singing"
"1968",1945,"MUSIC (Scoring of a Musical Picture)","False","Hitchhike to Happiness"
"1969",1945,"MUSIC (Scoring of a Musical Picture)","False","Incendiary Blonde"
"1970",1945,"MUSIC (Scoring of a Musical Picture)","False","Rhapsody in Blue"
"1971",1945,"MUSIC (Scoring of a Musical Picture)","False","State Fair"
"1972",1945,"MUSIC (Scoring of a Musical Picture)","False","Sunbonnet Sue"
"1973",1945,"MUSIC (Scoring of a Musical Picture)","False","The Three Caballeros"
"1974",1945,"MUSIC (Scoring of a Musical Picture)","False","Tonight and Every Night"
"1975",1945,"MUSIC (Scoring of a Musical Picture)","False","Why Girls Leave Home"
"1976",1945,"MUSIC (Scoring of a Musical Picture)","False","Wonder Man"
"1977",1945,"MUSIC (Song)","False","Here Come the Waves"
"1978",1945,"MUSIC (Song)","False","Tonight and Every Night"
"1979",1945,"MUSIC (Song)","False","The Bells of St. Mary's"
"1980",1945,"MUSIC (Song)","False","Why Girls Leave Home"
"1981",1945,"MUSIC (Song)","False","Earl Carroll Vanities"
"1982",1945,"MUSIC (Song)","False","Anchors Aweigh"
"1983",1945,"MUSIC (Song)","False","Sing Your Way Home"
"1984",1945,"MUSIC (Song)","True","State Fair"
"1985",1945,"MUSIC (Song)","False","G. I. Joe"
"1986",1945,"MUSIC (Song)","False","Love Letters"
"1987",1945,"MUSIC (Song)","False","Can't Help Singing"
"1988",1945,"MUSIC (Song)","False","Belle of the Yukon"
"1989",1945,"MUSIC (Song)","False","Wonder Man"
"1990",1945,"MUSIC (Song)","False","San Antonio"
"1991",1945,"BEST MOTION PICTURE","False","Anchors Aweigh"
"1992",1945,"BEST MOTION PICTURE","False","The Bells of St. Mary's"
"1993",1945,"BEST MOTION PICTURE","True","The Lost Weekend"
"1994",1945,"BEST MOTION PICTURE","False","Mildred Pierce"
"1995",1945,"BEST MOTION PICTURE","False","Spellbound"
"1996",1945,"SHORT SUBJECT (Cartoon)","False","Donald's Crime"
"1997",1945,"SHORT SUBJECT (Cartoon)","False","Jasper and the Beanstalk"
"1998",1945,"SHORT SUBJECT (Cartoon)","False","Life with Feathers"
"1999",1945,"SHORT SUBJECT (Cartoon)","False","Mighty Mouse in Gypsy Life"
"2000",1945,"SHORT SUBJECT (Cartoon)","False","The Poet and Peasant"
"2001",1945,"SHORT SUBJECT (Cartoon)","True","Quiet Please!"
"2002",1945,"SHORT SUBJECT (Cartoon)","False","Rippling Romance"
"2003",1945,"SHORT SUBJECT (One-reel)","False","Along the Rainbow Trail"
"2004",1945,"SHORT SUBJECT (One-reel)","False","Screen Snapshots' 25th Anniversary"
"2005",1945,"SHORT SUBJECT (One-reel)","True","Stairway to Light"
"2006",1945,"SHORT SUBJECT (One-reel)","False","Story of a Dog"
"2007",1945,"SHORT SUBJECT (One-reel)","False","White Rhapsody"
"2008",1945,"SHORT SUBJECT (One-reel)","False","Your National Gallery"
"2009",1945,"SHORT SUBJECT (Two-reel)","False","A Gun in His Hand"
"2010",1945,"SHORT SUBJECT (Two-reel)","False","The Jury Goes Round 'N' Round"
"2011",1945,"SHORT SUBJECT (Two-reel)","False","The Little Witch"
"2012",1945,"SHORT SUBJECT (Two-reel)","True","Star in the Night"
"2013",1945,"SOUND RECORDING","True","The Bells of St. Mary's"
"2014",1945,"SOUND RECORDING","False","Flame of Barbary Coast"
"2015",1945,"SOUND RECORDING","False","Lady on a Train"
"2016",1945,"SOUND RECORDING","False","Leave Her to Heaven"
"2017",1945,"SOUND RECORDING","False","Rhapsody in Blue"
"2018",1945,"SOUND RECORDING","False","A Song to Remember"
"2019",1945,"SOUND RECORDING","False","The Southerner"
"2020",1945,"SOUND RECORDING","False","They Were Expendable"
"2021",1945,"SOUND RECORDING","False","The Three Caballeros"
"2022",1945,"SOUND RECORDING","False","Three Is a Family"
"2023",1945,"SOUND RECORDING","False","The Unseen"
"2024",1945,"SOUND RECORDING","False","Wonder Man"
"2025",1945,"SPECIAL EFFECTS","False","Captain Eddie"
"2026",1945,"SPECIAL EFFECTS","False","Spellbound"
"2027",1945,"SPECIAL EFFECTS","False","They Were Expendable"
"2028",1945,"SPECIAL EFFECTS","False","A Thousand and One Nights"
"2029",1945,"SPECIAL EFFECTS","True","Wonder Man"
"2030",1945,"WRITING (Original Motion Picture Story)","False","The Affairs of Susan"
"2031",1945,"WRITING (Original Motion Picture Story)","True","The House on 92nd Street"
"2032",1945,"WRITING (Original Motion Picture Story)","False","A Medal for Benny"
"2033",1945,"WRITING (Original Motion Picture Story)","False","Objective, Burma!"
"2034",1945,"WRITING (Original Motion Picture Story)","False","A Song to Remember"
"2035",1945,"WRITING (Original Screenplay)","False","Dillinger"
"2036",1945,"WRITING (Original Screenplay)","True","Marie-Louise"
"2037",1945,"WRITING (Original Screenplay)","False","Music for Millions"
"2038",1945,"WRITING (Original Screenplay)","False","Salty O'Rourke"
"2039",1945,"WRITING (Original Screenplay)","False","What Next, Corporal Hargrove?"
"2040",1945,"WRITING (Screenplay)","False","G. I. Joe"
"2041",1945,"WRITING (Screenplay)","True","The Lost Weekend"
"2042",1945,"WRITING (Screenplay)","False","Mildred Pierce"
"2043",1945,"WRITING (Screenplay)","False","Pride of the Marines"
"2044",1945,"WRITING (Screenplay)","False","A Tree Grows in Brooklyn"
"2045",1945,"SPECIAL AWARD","True","To Walter Wanger for his six years service as President of the Academy of Motion Picture Arts and Sciences."
"2046",1945,"SPECIAL AWARD","True","To Peggy Ann Garner, outstanding child actress of 1945."
"2047",1945,"SPECIAL AWARD","True","To The House I Live In , tolerance short subject; produced by Frank Ross and Mervyn LeRoy; directed by Mervyn LeRoy; screenplay by Albert Maltz; song ""The House I Live In,"" music by Earl Robinson, lyrics by Lewis Allan; starring Frank Sinatra; released by RKO Radio."
"2048",1945,"SPECIAL AWARD","True","To Republic Studio, Daniel J. Bloomberg and the Republic Studio Sound Department for the building of an outstanding musical scoring auditorium which provides optimum recording conditions and combines all elements of acoustic and engineering design."
"2049",1945,"SCIENTIFIC OR TECHNICAL AWARD (Class III)","True","To LOREN L. RYDER, CHARLES R. DAILY and the PARAMOUNT STUDIO SOUND DEPARTMENT for the design, construction and use of the first dial controlled step-by-step sound channel line-up and test circuit."
"2050",1945,"SCIENTIFIC OR TECHNICAL AWARD (Class III)","True","To MICHAEL S. LESHING, BENJAMIN C. ROBINSON, ARTHUR B. CHATELAIN and ROBERT C. STEVENS of 20th Century-Fox Studio and JOHN G. CAPSTAFF of Eastman Kodak Company for the 20th Century-Fox film processing machine."
"2051",1946,"ACTOR","True","Fredric March"
"2052",1946,"ACTOR","False","Laurence Olivier"
"2053",1946,"ACTOR","False","Larry Parks"
"2054",1946,"ACTOR","False","Gregory Peck"
"2055",1946,"ACTOR","False","James Stewart"
"2056",1946,"ACTOR IN A SUPPORTING ROLE","False","Charles Coburn"
"2057",1946,"ACTOR IN A SUPPORTING ROLE","False","William Demarest"
"2058",1946,"ACTOR IN A SUPPORTING ROLE","False","Claude Rains"
"2059",1946,"ACTOR IN A SUPPORTING ROLE","True","Harold Russell"
"2060",1946,"ACTOR IN A SUPPORTING ROLE","False","Clifton Webb"
"2061",1946,"ACTRESS","True","Olivia de Havilland"
"2062",1946,"ACTRESS","False","Celia Johnson"
"2063",1946,"ACTRESS","False","Jennifer Jones"
"2064",1946,"ACTRESS","False","Rosalind Russell"
"2065",1946,"ACTRESS","False","Jane Wyman"
"2066",1946,"ACTRESS IN A SUPPORTING ROLE","False","Ethel Barrymore"
"2067",1946,"ACTRESS IN A SUPPORTING ROLE","True","Anne Baxter"
"2068",1946,"ACTRESS IN A SUPPORTING ROLE","False","Lillian Gish"
"2069",1946,"ACTRESS IN A SUPPORTING ROLE","False","Flora Robson"
"2070",1946,"ACTRESS IN A SUPPORTING ROLE","False","Gale Sondergaard"
"2071",1946,"ART DIRECTION (Black-and-White)","True","Anna and the King of Siam"
"2072",1946,"ART DIRECTION (Black-and-White)","False","Kitty"
"2073",1946,"ART DIRECTION (Black-and-White)","False","The Razor's Edge"
"2074",1946,"ART DIRECTION (Color)","False","Caesar and Cleopatra"
"2075",1946,"ART DIRECTION (Color)","False","Henry V"
"2076",1946,"ART DIRECTION (Color)","True","The Yearling"
"2077",1946,"CINEMATOGRAPHY (Black-and-White)","True","Anna and the King of Siam"
"2078",1946,"CINEMATOGRAPHY (Black-and-White)","False","The Green Years"
"2079",1946,"CINEMATOGRAPHY (Color)","False","The Jolson Story"
"2080",1946,"CINEMATOGRAPHY (Color)","True","The Yearling"
"2081",1946,"DIRECTING","True","The Best Years of Our Lives"
"2082",1946,"DIRECTING","False","Brief Encounter"
"2083",1946,"DIRECTING","False","It's a Wonderful Life"
"2084",1946,"DIRECTING","False","The Killers"
"2085",1946,"DIRECTING","False","The Yearling"
"2086",1946,"DOCUMENTARY (Short Subject)","False","Atomic Power"
"2087",1946,"DOCUMENTARY (Short Subject)","False","Life at the Zoo"
"2088",1946,"DOCUMENTARY (Short Subject)","False","Paramount News Issue #37 (Twentieth Anniversary Issue!  1927.....1947)"
"2089",1946,"DOCUMENTARY (Short Subject)","True","Seeds of Destiny"
"2090",1946,"DOCUMENTARY (Short Subject)","False","Traffic with the Devil"
"2091",1946,"FILM EDITING","True","The Best Years of Our Lives"
"2092",1946,"FILM EDITING","False","It's a Wonderful Life"
"2093",1946,"FILM EDITING","False","The Jolson Story"
"2094",1946,"FILM EDITING","False","The Killers"
"2095",1946,"FILM EDITING","False","The Yearling"
"2096",1946,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","Anna and the King of Siam"
"2097",1946,"MUSIC (Music Score of a Dramatic or Comedy Picture)","True","The Best Years of Our Lives"
"2098",1946,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","Henry V"
"2099",1946,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","Humoresque"
"2100",1946,"MUSIC (Music Score of a Dramatic or Comedy Picture)","False","The Killers"
"2101",1946,"MUSIC (Scoring of a Musical Picture)","False","Blue Skies"
"2102",1946,"MUSIC (Scoring of a Musical Picture)","False","Centennial Summer"
"2103",1946,"MUSIC (Scoring of a Musical Picture)","False","The Harvey Girls"
"2104",1946,"MUSIC (Scoring of a Musical Picture)","True","The Jolson Story"
"2105",1946,"MUSIC (Scoring of a Musical Picture)","False","Night and Day"
"2106",1946,"MUSIC (Song)","False","Centennial Summer"
"2107",1946,"MUSIC (Song)","False","The Dolly Sisters"
"2108",1946,"MUSIC (Song)","False","Canyon Passage"
"2109",1946,"MUSIC (Song)","True","The Harvey Girls"
"2110",1946,"MUSIC (Song)","False","Blue Skies"
"2111",1946,"BEST MOTION PICTURE","True","The Best Years of Our Lives"
"2112",1946,"BEST MOTION PICTURE","False","Henry V"
"2113",1946,"BEST MOTION PICTURE","False","It's a Wonderful Life"
"2114",1946,"BEST MOTION PICTURE","False","The Razor's Edge"
"2115",1946,"BEST MOTION PICTURE","False","The Yearling"
"2116",1946,"SHORT SUBJECT (Cartoon)","True","The Cat Concerto"
"2117",1946,"SHORT SUBJECT (Cartoon)","False","Chopin's Musical Moments"
"2118",1946,"SHORT SUBJECT (Cartoon)","False","John Henry and the Inky Poo"
"2119",1946,"SHORT SUBJECT (Cartoon)","False","Squatter's Rights"
"2120",1946,"SHORT SUBJECT (Cartoon)","False","Walky Talky Hawky"
"2121",1946,"SHORT SUBJECT (One-reel)","False","Dive-Hi Champs"
"2122",1946,"SHORT SUBJECT (One-reel)","True","Facing Your Danger"
"2123",1946,"SHORT SUBJECT (One-reel)","False","Golden Horses"
"2124",1946,"SHORT SUBJECT (One-reel)","False","Smart as a Fox"
"2125",1946,"SHORT SUBJECT (One-reel)","False","Sure Cures"
"2126",1946,"SHORT SUBJECT (Two-reel)","True","A Boy and His Dog"
"2127",1946,"SHORT SUBJECT (Two-reel)","False","College Queen"
"2128",1946,"SHORT SUBJECT (Two-reel)","False","Hiss and Yell"
"2129",1946,"SHORT SUBJECT (Two-reel)","False","The Luckiest Guy in the World"
"2130",1946,"SOUND RECORDING","False","The Best Years of Our Lives"
"2131",1946,"SOUND RECORDING","False","It's a Wonderful Life"
"2132",1946,"SOUND RECORDING","True","The Jolson Story"
"2133",1946,"SPECIAL EFFECTS","True","Blithe Spirit"
"2134",1946,"SPECIAL EFFECTS","False","A Stolen Life"
"2135",1946,"WRITING (Original Motion Picture Story)","False","The Dark Mirror"
"2136",1946,"WRITING (Original Motion Picture Story)","False","The Strange Love of Martha Ivers"
"2137",1946,"WRITING (Original Motion Picture Story)","False","The Stranger"
"2138",1946,"WRITING (Original Motion Picture Story)","False","To Each His Own"
"2139",1946,"WRITING (Original Motion Picture Story)","True","Vacation from Marriage"
"2140",1946,"WRITING (Original Screenplay)","False","The Blue Dahlia"
"2141",1946,"WRITING (Original Screenplay)","False","Children of Paradise"
"2142",1946,"WRITING (Original Screenplay)","False","Notorious"
"2143",1946,"WRITING (Original Screenplay)","False","Road to Utopia"
"2144",1946,"WRITING (Original Screenplay)","True","The Seventh Veil"
"2145",1946,"WRITING (Screenplay)","False","Anna and the King of Siam"
"2146",1946,"WRITING (Screenplay)","True","The Best Years of Our Lives"
"2147",1946,"WRITING (Screenplay)","False","Brief Encounter"
"2148",1946,"WRITING (Screenplay)","False","The Killers"
"2149",1946,"WRITING (Screenplay)","False","Open City"
"2150",1946,"SPECIAL AWARD","True","To Laurence Olivier for his outstanding achievement as actor, producer and director in bringing Henry V to the screen."
"2151",1946,"SPECIAL AWARD","True","To Harold Russell for bringing hope and courage to his fellow veterans through his appearance in The Best Years of Our Lives ."
"2152",1946,"SPECIAL AWARD","True","To Ernst Lubitsch for his distinguished contributions to the art of the motion picture."
"2153",1946,"SPECIAL AWARD","True","To Claude Jarman, Jr., outstanding child actor of 1946."
"2154",1946,"IRVING G. THALBERG MEMORIAL AWARD","True","Samuel Goldwyn"
"2155",1946,"SCIENTIFIC OR TECHNICAL AWARD (Class III)","True","To HARLAN L. BAUMBACH and the PARAMOUNT WEST COAST LABORATORY for an improved method for the quantitative determination of hydroquinone and metol in photographic developing baths."
"2156",1946,"SCIENTIFIC OR TECHNICAL AWARD (Class III)","True","To HERBERT E. BRITT for the development and application of formulas and equipment for producing cloud and smoke effects."
"2157",1946,"SCIENTIFIC OR TECHNICAL AWARD (Class III)","True","To BURTON F. MILLER and the WARNER BROS. STUDIO SOUND and ELECTRICAL DEPARTMENTS for the design and construction of a motion picture arc lighting generator filter."
"2158",1946,"SCIENTIFIC OR TECHNICAL AWARD (Class III)","True","To CARL FAULKNER of the 20th Century-Fox Studio Sound Department for the reversed bias method, including a double bias method for light valve and galvonometer density recording."
"2159",1946,"SCIENTIFIC OR TECHNICAL AWARD (Class III)","True","To the MOLE-RICHARDSON COMPANY for the Type 450 super high intensity carbon arc lamp."
